text_combined,label
"Subject: Team note. The report draft is attached for normal review, no rush from my side. Regular safe email sample #536.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #537.",safe
"Subject: Pickup request. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #538.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #539.",safe
"Subject: Notes. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #540.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #541.",safe
"Subject: Shopping list. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #542.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #543.",safe
Subject: Calendar update. The receipts are in the top drawer so we can sort them later. Regular safe email sample #544.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #545.",safe
"Subject: Weekend plan. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #546.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #547.",safe
"Subject: Office update. There are no changes in the class schedule, same room as before. Regular safe email sample #548.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #549.",safe
"Subject: Reminder. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #550.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #551.",safe
"Subject: Work note. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #552.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #553.",safe
Subject: Team note. Please collect the package from the pickup point after lunch. Regular safe email sample #554.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #555.",safe
Subject: Pickup request. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #556.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #557.",safe
"Subject: Notes. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #558.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #559.",safe
"Subject: Shopping list. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #560.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #561.",safe
"Subject: Calendar update. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #562.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #563.",safe
"Subject: Weekend plan. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #564.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #565.",safe
Subject: Office update. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #566.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #567.",safe
"Subject: Reminder. I shared the draft notes, please review them whenever you have time. Regular safe email sample #568.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #569.",safe
"Subject: Work note. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #570.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #571.,safe
Subject: Team note. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #572.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #573.",safe
"Subject: Pickup request. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #574.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #575.",safe
"Subject: Notes. The report draft is attached for normal review, no rush from my side. Regular safe email sample #576.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #577.",safe
"Subject: Shopping list. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #578.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #579.",safe
"Subject: Calendar update. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #580.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #581.",safe
"Subject: Weekend plan. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #582.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #583.",safe
Subject: Office update. The receipts are in the top drawer so we can sort them later. Regular safe email sample #584.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #585.",safe
"Subject: Reminder. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #586.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #587.",safe
"Subject: Work note. There are no changes in the class schedule, same room as before. Regular safe email sample #588.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #589.",safe
"Subject: Team note. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #590.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #591.",safe
"Subject: Pickup request. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #592.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #593.",safe
Subject: Notes. Please collect the package from the pickup point after lunch. Regular safe email sample #594.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #595.",safe
Subject: Shopping list. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #596.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #597.",safe
"Subject: Calendar update. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #598.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #599.",safe
"Subject: Weekend plan. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #600.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #601.",safe
"Subject: Office update. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #602.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #603.",safe
"Subject: Reminder. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #604.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #605.",safe
Subject: Work note. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #606.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #607.",safe
"Subject: Team note. I shared the draft notes, please review them whenever you have time. Regular safe email sample #608.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #609.",safe
"Subject: Pickup request. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #610.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #611.,safe
Subject: Notes. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #612.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #613.",safe
"Subject: Shopping list. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #614.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #615.",safe
"Subject: Calendar update. The report draft is attached for normal review, no rush from my side. Regular safe email sample #616.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #617.",safe
"Subject: Weekend plan. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #618.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #619.",safe
"Subject: Office update. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #620.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #621.",safe
"Subject: Reminder. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #622.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #623.",safe
Subject: Work note. The receipts are in the top drawer so we can sort them later. Regular safe email sample #624.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #625.",safe
"Subject: Team note. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #626.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #627.",safe
"Subject: Pickup request. There are no changes in the class schedule, same room as before. Regular safe email sample #628.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #629.",safe
"Subject: Notes. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #630.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #631.",safe
"Subject: Shopping list. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #632.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #633.",safe
Subject: Calendar update. Please collect the package from the pickup point after lunch. Regular safe email sample #634.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #635.",safe
Subject: Weekend plan. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #636.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #637.",safe
"Subject: Office update. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #638.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #639.",safe
"Subject: Reminder. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #640.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #641.",safe
"Subject: Work note. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #642.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #643.",safe
"Subject: Team note. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #644.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #645.",safe
Subject: Pickup request. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #646.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #647.",safe
"Subject: Notes. I shared the draft notes, please review them whenever you have time. Regular safe email sample #648.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #649.",safe
"Subject: Shopping list. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #650.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #651.,safe
Subject: Calendar update. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #652.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #653.",safe
"Subject: Weekend plan. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #654.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #655.",safe
"Subject: Office update. The report draft is attached for normal review, no rush from my side. Regular safe email sample #656.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #657.",safe
"Subject: Reminder. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #658.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #659.",safe
"Subject: Work note. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #660.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #661.",safe
"Subject: Team note. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #662.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #663.",safe
Subject: Pickup request. The receipts are in the top drawer so we can sort them later. Regular safe email sample #664.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #665.",safe
"Subject: Notes. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #666.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #667.",safe
"Subject: Shopping list. There are no changes in the class schedule, same room as before. Regular safe email sample #668.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #669.",safe
"Subject: Calendar update. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #670.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #671.",safe
"Subject: Weekend plan. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #672.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #673.",safe
Subject: Office update. Please collect the package from the pickup point after lunch. Regular safe email sample #674.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #675.",safe
Subject: Reminder. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #676.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #677.",safe
"Subject: Work note. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #678.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #679.",safe
"Subject: Team note. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #680.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #681.",safe
"Subject: Pickup request. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #682.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #683.",safe
"Subject: Notes. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #684.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #685.",safe
Subject: Shopping list. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #686.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #687.",safe
"Subject: Calendar update. I shared the draft notes, please review them whenever you have time. Regular safe email sample #688.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #689.",safe
"Subject: Weekend plan. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #690.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #691.,safe
Subject: Office update. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #692.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #693.",safe
"Subject: Reminder. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #694.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #695.",safe
"Subject: Work note. The report draft is attached for normal review, no rush from my side. Regular safe email sample #696.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #697.",safe
"Subject: Team note. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #698.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #699.",safe
"Subject: Pickup request. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #700.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #701.",safe
"Subject: Notes. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #702.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #703.",safe
Subject: Shopping list. The receipts are in the top drawer so we can sort them later. Regular safe email sample #704.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #705.",safe
"Subject: Calendar update. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #706.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #707.",safe
"Subject: Weekend plan. There are no changes in the class schedule, same room as before. Regular safe email sample #708.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #709.",safe
"Subject: Office update. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #710.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #711.",safe
"Subject: Reminder. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #712.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #713.",safe
Subject: Work note. Please collect the package from the pickup point after lunch. Regular safe email sample #714.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #715.",safe
Subject: Team note. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #716.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #717.",safe
"Subject: Pickup request. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #718.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #719.",safe
"Subject: Notes. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #720.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #721.",safe
"Subject: Shopping list. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #722.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #723.",safe
"Subject: Calendar update. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #724.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #725.",safe
Subject: Weekend plan. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #726.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #727.",safe
"Subject: Office update. I shared the draft notes, please review them whenever you have time. Regular safe email sample #728.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #729.",safe
"Subject: Reminder. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #730.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #731.,safe
Subject: Work note. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #732.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #733.",safe
"Subject: Team note. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #734.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #735.",safe
"Subject: Pickup request. The report draft is attached for normal review, no rush from my side. Regular safe email sample #736.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #737.",safe
"Subject: Notes. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #738.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #739.",safe
"Subject: Shopping list. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #740.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #741.",safe
"Subject: Calendar update. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #742.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #743.",safe
Subject: Weekend plan. The receipts are in the top drawer so we can sort them later. Regular safe email sample #744.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #745.",safe
"Subject: Office update. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #746.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #747.",safe
"Subject: Reminder. There are no changes in the class schedule, same room as before. Regular safe email sample #748.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #749.",safe
"Subject: Work note. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #750.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #751.",safe
"Subject: Team note. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #752.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #753.",safe
Subject: Pickup request. Please collect the package from the pickup point after lunch. Regular safe email sample #754.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #755.",safe
Subject: Notes. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #756.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #757.",safe
"Subject: Shopping list. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #758.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #759.",safe
"Subject: Calendar update. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #760.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #761.",safe
"Subject: Weekend plan. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #762.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #763.",safe
"Subject: Office update. I will arrive after six, please pick up milk and bananas if you pass the store. Regular safe email sample #764.",safe
"Тема: Семейные вопросы. Напоминаю, что завтра встречаемся в офисе в десять утра у переговорной. Обычное безопасное письмо #765.",safe
Subject: Reminder. Tomorrow's meeting is still at 10:00 and the room has not changed. Regular safe email sample #766.,safe
"Тема: Рабочая заметка. Пожалуйста, посмотри обычный список задач и отметь выполненные пункты. Обычное безопасное письмо #767.",safe
"Subject: Work note. I shared the draft notes, please review them whenever you have time. Regular safe email sample #768.",safe
"Тема: Документы. Сегодня созвон переносится на 16:30, запись в календаре остаётся прежней. Обычное безопасное письмо #769.",safe
"Subject: Team note. The call is moved to 4:30 pm, the calendar entry is the same. Regular safe email sample #770.",safe
Тема: Учёба. Не забудь взять документы со стола и положить их в синюю папку. Обычное безопасное письмо #771.,safe
Subject: Pickup request. Please take the printed papers from the desk and place them in the blue folder. Regular safe email sample #772.,safe
"Тема: Созвон. После работы давай зайдём в магазин за овощами, рисом и чаем. Обычное безопасное письмо #773.",safe
"Subject: Notes. We can stop by the grocery store later for rice, tea and vegetables. Regular safe email sample #774.",safe
"Тема: Календарь. Я отправил обычный черновик отчёта, посмотри формулировки, когда будет время. Обычное безопасное письмо #775.",safe
"Subject: Shopping list. The report draft is attached for normal review, no rush from my side. Regular safe email sample #776.",safe
"Тема: Для семьи. Если будешь рядом с аптекой, купи, пожалуйста, пластырь и витамины. Обычное безопасное письмо #777.",safe
"Subject: Calendar update. If you are near the pharmacy, please buy vitamins and bandages. Regular safe email sample #778.",safe
"Тема: Список дел. Погода вечером прохладная, возьми куртку, если пойдёшь пешком. Обычное безопасное письмо #779.",safe
"Subject: Weekend plan. It may be chilly tonight, take a jacket if you walk home. Regular safe email sample #780.",safe
"Тема: Домашние дела. На выходных планируем поехать к родителям, напиши, удобно ли тебе в субботу. Обычное безопасное письмо #781.",safe
"Subject: Office update. We plan to visit the family on Saturday, let me know if that works for you. Regular safe email sample #782.",safe
"Тема: Планы на вечер. Я положил квитанции в верхний ящик, чтобы потом спокойно их разобрать. Обычное безопасное письмо #783.",safe
Subject: Reminder. The receipts are in the top drawer so we can sort them later. Regular safe email sample #784.,safe
"Тема: Семейные вопросы. На кухне закончился кофе, можно купить обычную упаковку по пути. Обычное безопасное письмо #785.",safe
"Subject: Work note. We ran out of coffee in the kitchen, please buy a regular pack. Regular safe email sample #786.",safe
"Тема: Рабочая заметка. В расписании занятий изменений нет, аудитория остаётся той же. Обычное безопасное письмо #787.",safe
"Subject: Team note. There are no changes in the class schedule, same room as before. Regular safe email sample #788.",safe
"Тема: Документы. Я забронировал столик на пятницу, напомни, если планы изменятся. Обычное безопасное письмо #789.",safe
"Subject: Pickup request. I booked a table for Friday evening, tell me if your plans change. Regular safe email sample #790.",safe
"Тема: Учёба. Подготовил заметки по проекту, без спешки прочитай их завтра утром. Обычное безопасное письмо #791.",safe
"Subject: Notes. I prepared simple project notes, you can read them tomorrow morning. Regular safe email sample #792.",safe
"Тема: Созвон. Если удобно, забери посылку из пункта выдачи после обеда. Обычное безопасное письмо #793.",safe
Subject: Shopping list. Please collect the package from the pickup point after lunch. Regular safe email sample #794.,safe
"Тема: Календарь. Оставил ключи у консьержа, если приедешь раньше меня. Обычное безопасное письмо #795.",safe
Subject: Calendar update. I left the keys with the concierge in case you arrive earlier. Regular safe email sample #796.,safe
"Тема: Для семьи. Список продуктов обновил: хлеб, яйца, макароны, томаты и сыр. Обычное безопасное письмо #797.",safe
"Subject: Weekend plan. The grocery list is updated: bread, eggs, pasta, tomatoes and cheese. Regular safe email sample #798.",safe
"Тема: Список дел. Сегодня в целом всё спокойно, просто напоминаю про встречу после обеда. Обычное безопасное письмо #799.",safe
"Subject: Office update. Everything is calm today, this is just a friendly reminder about the meeting. Regular safe email sample #800.",safe
"Тема: Домашние дела. Суп готов, по дороге домой купи хлеб и колбасу. Обычное безопасное письмо #801.",safe
"Subject: Reminder. Dinner is ready, please buy bread and cheese on your way home. Regular safe email sample #802.",safe
"Тема: Планы на вечер. Я буду дома после семи, если сможешь, захвати молоко и яблоки. Обычное безопасное письмо #803.",safe
